"name","asset","asset_tag","assigned","assigned_to","assignment_group","checked_in","checked_out","company","cost","location"
"AVD1850BJZ6 - DS-SFP-FC8G-SW - L0117982L - CI000001394247","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BK0J - DS-SFP-FC8G-SW - L0117982L - CI000001394282","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N56-VMFEX9 - L0117982L - CI000001394666","Cisco N56-VMFEX9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCED - UCS-MR-1X162RU-A - L0117982L - CI000001394076","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394669","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCB6 - UCS-MR-1X162RU-A - L0117982L - CI000001394067","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"MOC1852A0JZ - SFP-H10GB-CU3M - L0117982L - CI000001394262","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH18527C7C - UCSB-MLOM-40G-03 - L0117982L - CI000001394123","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"JUR1841122W - SFP-10G-SR - L0117982L - CI000001394252","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851G1KM - UCS-FAN-6248UP - L0117982L - CI000001394264","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851P5M6 - N6K-C6001-FAN-F - L0117982L - CI000001394675","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E0E1 - UCS-MR-1X162RU-A - L0117982L - CI000001394106","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E067 - UCS-MR-1X162RU-A - L0117982L - CI000001394554","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N5672-EL2-SSK9 - L0117982L - CI000001394698","Cisco N5672-EL2-SSK9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6D757 - UCS-MR-1X162RU-A - L0117982L - CI000001394178","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E190 - UCS-MR-1X162RU-A - L0117982L - CI000001394116","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"SSI1847070J - UCS-FI-6248UP-UPG - L0117982L - CI000001394271","Cisco UCS-FI-6248UP-UPG","","","","","","","Deloitte Ltd","423.03","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S04900050339E926A4 - UCS-MR-1X162RU-A - L0117982L - CI000001394191","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850G2GE - UCSB-5108-AC2-UPG - L0117982L - CI000001394135","Cisco UCSB-5108-AC2-UPG","","","","","","","Deloitte Ltd","114.1","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"UCSC-HS-C220M4 - L0117982L - CI000001394578","Cisco UCSC-HS-C220M4","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH18527CFW - UCSB-MLOM-40G-03 - L0117982L - CI000001394225","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XL9Z - N20-FAN5 - L0117982L - CI000001394141","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DF47 - UCS-MR-1X162RU-A - L0117982L - CI000001394089","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851GNGW - UCS-FAN-6248UP - L0117982L - CI000001394301","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E89F44 - UCS-MR-1X162RU-A - L0117982L - CI000001394205","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOC1848R0F6 - N3K-C3064TQ-32T - L0117982L - CI000001394615","Cisco N3K-C3064TQ-32T","","","","","","","Deloitte Ltd","604.12","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E341 - UCS-MR-1X162RU-A - L0117982L - CI000001394118","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"LIT184214XM - UCSC-PSU1-770W - L0117982L - CI000001394576","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E115 - UCS-MR-1X162RU-A - L0117982L - CI000001394109","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DD49 - UCS-MR-1X162RU-A - L0117982L - CI000001394083","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"2L440038A0044 - UCS-CPU-E52660D - L0117982L - CI000001394046","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJZA - DS-SFP-FC8G-SW - L0117982L - CI000001394277","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1848P90R - N3K-C3064-FAN - L0117982L - CI000001394731","Cisco N3K-C3064-FAN","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XL9X - N20-FAN5 - L0117982L - CI000001394043","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAFE - UCS-MR-1X162RU-A - L0117982L - CI000001394162","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851GNGE - UCS-FAN-6248UP - L0117982L - CI000001394300","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"CUIC-SP-PHY-SVR= - L0117982L - CI000001394757","Cisco CUIC-SP-PHY-SVR=","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAD4 - UCS-MR-1X162RU-A - L0117982L - CI000001394059","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E159 - UCS-MR-1X162RU-A - L0117982L - CI000001394112","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJUB - DS-SFP-FC8G-SW - L0117982L - CI000001394241","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6D6DC - UCS-MR-1X162RU-A - L0117982L - CI000001394174","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCF3 - UCS-MR-1X162RU-A - L0117982L - CI000001394080","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DFF2 - UCS-MR-1X162RU-A - L0117982L - CI000001394167","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"MOC1847A5QA - SFP-H10GB-CU3M - L0117982L - CI000001394659","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6E37A - UCS-MR-1X162RU-A - L0117982L - CI000001394195","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S04900050339E926D6 - UCS-MR-1X162RU-A - L0117982L - CI000001394193","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S06W00050339E9BE46 - UCS-MR-1X162RU-A - L0117982L - CI000001394569","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6F0C6 - UCS-MR-1X162RU-A - L0117982L - CI000001394197","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJUF - DS-SFP-FC8G-SW - L0117982L - CI000001394242","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJUR - DS-SFP-FC8G-SW - L0117982L - CI000001394273","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJU7 - DS-SFP-FC8G-SW - L0117982L - CI000001394240","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"LIT1842153D - UCSC-PSU1-770W - L0117982L - CI000001394577","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJYW - DS-SFP-FC8G-SW - L0117982L - CI000001394246","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394672","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E099 - UCS-MR-1X162RU-A - L0117982L - CI000001394104","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCD9 - UCS-MR-1X162RU-A - L0117982L - CI000001394072","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N56-BAS1K9 - L0117982L - CI000001394689","Cisco N56-BAS1K9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"LSV183802SF - UCSC-MRAID12G - L0117982L - CI000001394556","Cisco UCSC-MRAID12G","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394671","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N5672-SBUN-P1 - L0117982L - CI000001394686","Cisco N5672-SBUN-P1","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"LIT18460PAS - NXA-PAC-500W - L0117982L - CI000001394617","Cisco NXA-PAC-500W","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E89B2C - UCS-MR-1X162RU-A - L0117982L - CI000001394200","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DF52 - UCS-MR-1X162RU-A - L0117982L - CI000001394091","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCF8 - UCS-MR-1X162RU-A - L0117982L - CI000001394081","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJZZ - DS-SFP-FC8G-SW - L0117982L - CI000001394279","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOC19020LKU - UCS-FI-DL2 - L0117982L - CI000001394266","Cisco UCS-FI-DL2","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S06W00050339E9C711 - UCS-MR-1X162RU-A - L0117982L - CI000001394571","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6E11F - UCS-MR-1X162RU-A - L0117982L - CI000001394186","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DABB - UCS-MR-1X162RU-A - L0117982L - CI000001394218","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394670","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N1K-VLCPU-96-ESSTL - L0117982L - CI000001394668","Cisco N1K-VLCPU-96-ESSTL","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"JUR1837H2RV - SFP-10G-SR - L0117982L - CI000001394248","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E037 - UCS-MR-1X162RU-A - L0117982L - CI000001394099","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S06W00050339E9BE42 - UCS-MR-1X162RU-A - L0117982L - CI000001394568","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOC190208JZ - UCS-FI-DL2 - L0117982L - CI000001394302","Cisco UCS-FI-DL2","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH18527CAQ - UCSB-MLOM-40G-03 - L0117982L - CI000001394223","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N56-FNPV-SSK9 - L0117982L - CI000001394667","Cisco N56-FNPV-SSK9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"ART1846116N - UCS-PSU-6248UP-AC - L0117982L - CI000001394304","Cisco UCS-PSU-6248UP-AC","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAC7 - UCS-MR-1X162RU-A - L0117982L - CI000001394058","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"MOC1852A0GT - SFP-H10GB-CU3M - L0117982L - CI000001394260","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH190278XH - UCSB-B200-M4 - L0117982L - CI000001394121","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"UCSB-HS-EP-M4-F - L0117982L - CI000001394132","Cisco UCSB-HS-EP-M4-F","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N5672-EL2-SSK9 - L0117982L - CI000001394674","Cisco N5672-EL2-SSK9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"TED1815B26K - SFP-H10GB-CU3M - L0117982L - CI000001394292","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N20-FW012 - L0117982L - CI000001394134","Cisco N20-FW012","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E89F82 - UCS-MR-1X162RU-A - L0117982L - CI000001394207","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E389 - UCS-MR-1X162RU-A - L0117982L - CI000001394171","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E89FC5 - UCS-MR-1X162RU-A - L0117982L - CI000001394210","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850GCJ4 - N01-UAC1 - L0117982L - CI000001394036","Cisco N01-UAC1","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCD2 - UCS-MR-1X162RU-A - L0117982L - CI000001394070","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAC4 - UCS-MR-1X162RU-A - L0117982L - CI000001394057","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XKTG - N20-FAN5 - L0117982L - CI000001394140","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XLTV - N20-FAN5 - L0117982L - CI000001394144","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"JUR18420449 - SFP-10G-SR - L0117982L - CI000001394255","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DD58 - UCS-MR-1X162RU-A - L0117982L - CI000001394084","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"TED1815B74P - SFP-H10GB-CU3M - L0117982L - CI000001394298","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S06W00050339E9C715 - UCS-MR-1X162RU-A - L0117982L - CI000001394572","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S06W00050339E9A2C6 - UCS-MR-1X162RU-A - L0117982L - CI000001394567","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851P5MD - N6K-C6001-FAN-F - L0117982L - CI000001394676","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6D975 - UCS-MR-1X162RU-A - L0117982L - CI000001394182","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E162 - UCS-MR-1X162RU-A - L0117982L - CI000001394170","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XL2B - N20-FAN5 - L0117982L - CI000001394039","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH1902796G - UCSB-B200-M4 - L0117982L - CI000001394220","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAE0 - UCS-MR-1X162RU-A - L0117982L - CI000001394155","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DB93 - UCS-MR-1X162RU-A - L0117982L - CI000001394062","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"TED1815B74W - SFP-H10GB-CU3M - L0117982L - CI000001394299","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"JUR184201G9 - SFP-10G-SR - L0117982L - CI000001394254","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E1B0 - UCS-MR-1X162RU-A - L0117982L - CI000001394117","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"2W440065A0339 - UCS-CPU-E52660D - L0117982L - CI000001394051","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH190279RX - UCSB-B200-M4 - L0117982L - CI000001394219","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FLY184502GM - UCSC-PCIE-ITG - L0117982L - CI000001394557","Cisco UCSC-PCIE-ITG","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1850XL9W - N20-FAN5 - L0117982L - CI000001394042","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH190278M3 - UCSB-B200-M4 - L0117982L - CI000001394119","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BK0U - DS-SFP-FC8G-SW - L0117982L - CI000001394283","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E8A24F - UCS-MR-1X162RU-A - L0117982L - CI000001394216","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E8A21B - UCS-MR-1X162RU-A - L0117982L - CI000001394214","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S05Y00050339E89F1F - UCS-MR-1X162RU-A - L0117982L - CI000001394203","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N3K-BAS1K9 - L0117982L - CI000001394620","Cisco N3K-BAS1K9","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
